src_ip,dst_ip,src_port,dst_port,protocol,payload_hex,label
54.221.116.81,192.168.50.11,443,42722,6,,0
173.194.12.135,192.168.50.11,443,36986,6,,0
192.168.129.193,36.3.67.98,64208,21,6,52455452,1
3.169.231.16,192.168.50.11,443,56686,6,1aca9938dadc32f359d2e76718c18816c37d209c347b6881b4caba61f03b0d3b3046f0a92714461ff61ed3ca84d1636c5cbb625a8b970288f1928c2ecc0c9b0a944e6390dff5c841d417b1f31e87ed4a095f9491a05a85aa8d01f8dbb372ede2af56d904097020161df98f2a255fe9423d1ea5622891af3a423c6653fb4297b1,0
172.64.152.243,192.168.50.11,443,59180,6,25e7c3137edf619dbcf1e8d32f4fe9b22e6c3e77061a4cf51a5a6d787b31ee14ad03037c63f6e9956fccd211479622c810954d3a2b8ed301bcd6333e7bbb5043067e076c13e55b0e2be5e53efb55fcfa37d596b550cbc947bc60f1cd1775880445fdae3ea9ed99c3bf81421893046bd736deb0dd617804805d3dd3cbe9b55d01,0
192.168.50.11,52.19.52.119,40064,443,6,16030107780100077403032929f786332b2f49751904db72fbfd0b6ae364b28f50f2e474fe71d80c3073932083aca3295c87b6ff748d916cded9d6e14b2e9244d32315f96d6bdcb4c0f063f60022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f003501000709000000290027000024657665,0
192.168.50.11,23.199.5.138,33324,443,6,,0
192.168.50.11,52.217.195.56,53524,443,6,,0
192.168.50.11,34.117.239.71,40024,443,6,,0
192.168.213.53,23.211.20.25,16820,21,6,50415353,1
172.64.41.4,192.168.50.11,443,44258,6,1703030033efa70cff0e2e761f23af03581c55b1fcb6d0c933b2da187558a2a5ee999b87087680282dc659eb1397fd7fc70e5023d46940a0,0
192.168.50.11,173.194.12.135,36986,443,6,,0
72.34.249.211,192.168.50.11,443,55242,6,160303007a020000760303c034e85287b17a0102106ef3335fae392914ec17377254b0a9ec5e8e410b56af20f3b118f95cd4cf4db9e8974254613c1dd04e58711b2d2626e4f24efb48d4d20b130100002e002b0002030400330024001d0020406d85b04975fc31b3db442e15be7db0f200c3817d8f514b7ee64182a80a984014,0
192.168.83.213,145.160.208.179,54995,53,6,7c30302030312030302030302030302030302030307c,1
192.168.50.11,3.169.231.31,33734,443,6,160301076d01000769030315c3e3f400296086f4a24516f694266112dca97d7ec41ac7c404832bfc1baa31206f321509093292180caef309ff93b91a2c08b12eac708a5115199cc7c3de88b90022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006fe0000001e001c00001963646e,0
192.168.50.11,216.137.39.93,38082,443,6,1703030057daeaa4ceee503c7df3ff0f2964799edb6c71491f4886c8c62ce266ba68ef04ca14716d8ef71a5eabd6b82d3d37bac8589449500a2c9f0bec0d7bf47c52bda20e4fdcd23aae834f090ba2437a3d75224538952abee61484,0
192.168.50.11,142.250.68.66,38960,443,6,,0
192.168.50.11,18.213.8.208,41158,443,6,170303005e0000000000000001e52ba356b96352b94b763c3cd4b29c2a9cb322237b9a2bce15965380e5ec858a62ab611e012cd6e6a2c82349cdd86cbe6fd0cf81a00d1fc9f8b7f58b355279badfcdd7887b45631cddf1058c617d21889841310c6a92,0
173.194.12.135,192.168.50.11,443,36986,6,8170da38b5e9e6810b61154298cd787b37f079d9a23979880196c0ef61e7b473e82069b954c81c833f31e7e2d145f5acce87f0eae2352292ff121fd82ffb3a11876454c85a4ec90395747a5bcc8752f836bf675f9dfa9e8b5efddcd0df870749639883d67d765a686159dbece3eda3258f6b107b0bae7f4a78844f6a8a798345,0
192.168.50.11,23.35.26.249,51510,80,6,504f5354202f20485454502f312e310d0a486f73743a2065362e6f2e6c656e63722e6f72670d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f3133342e,0
104.21.8.7,192.168.50.11,443,52358,6,,0
192.168.50.11,23.35.26.249,51510,80,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee0be52de8a145ea3f5e0ceff63b848c78040771e305d4ee38b850dc00e1ec08a99965da4f791edba4bf49e6f5c32d5f51b7f572c07c623fb8e590628a717733dcdf5ac3153872d88aea9bea4e11347aa9bf2912a7cd020eb9cc40a13f1bc39e20e485de037894d87571a81234e107888ee2fc2a768610dfe34b3dc9,0
192.168.50.11,192.0.66.2,56848,443,6,,0
173.194.12.135,192.168.50.11,443,36986,6,058794667f65a215a75fb54bc619ac6b5d4c54d8258e0b822c239926d67c8020e0ac33b94db6ea62a81016f6d942f909e895430c687a9e1b32e06086c97213f4d7d7a78bd12f0ba9908c5ce7da27424a5b1a02bbb102c8288ceb556221cb8c67fbc8839670cf49fce4f7e7a23b90c90cc4b9db70bf9648ce51244cb6d67fd8ce,0
192.168.50.11,34.224.66.164,47224,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,1703030033873cf124872b8d37bf4127e2dbe64629b8dacd6e7ec8c15af2d0da604823fb68cee1eed1556871531a2515db043eff595adf3a,0
192.168.50.11,13.226.223.188,36274,80,6,,0
192.168.172.164,52.236.181.69,22,2905,6,2a474f42424c452a,1
208.115.243.238,192.168.50.11,443,55820,6,000000000000,0
150.136.25.38,192.168.50.11,443,47334,6,170303032056132dda7c622fe09404a4b2f25dda80c43e64c4dfbc9eb8fc6577b5894c1c617125f3148b7ffff03fa5fa95075628969f2ba27c9f780188b589f14e46454416034c37c53dfc526bf0bda162e72c7b4743945ceca119cffd2be6ef52c188f1eb8363a6caa29237859ab555a71fd9cc42a46ee812f71762a5adfb7b,0
192.168.50.11,216.137.39.97,43982,443,6,,0
192.168.50.11,172.64.41.4,55442,443,6,,0
192.168.50.11,199.232.194.114,40198,443,6,,0
192.168.50.11,23.199.1.15,45298,443,6,170303005e00000000000000014e8268e0ae597a91855db2a25e2ca8dfa64672fa93a7d2a2f52d73d082557c8aa440ee75d9b75976aa0ccdd22721a02c2ce128d837fc15c9d0d8b23be538df9a8b538211e195cfa181c3f270e73ace56211711d82a98,0
192.168.50.11,172.66.41.9,51502,443,6,150303001a00000000000000026e5c2e682c284638a75a93c86fb8456d637a,0
192.168.50.11,172.217.14.110,49768,443,6,,0
192.168.50.11,35.201.101.243,51210,443,6,,0
35.212.192.196,192.168.50.11,443,37936,6,,0
142.250.189.3,192.168.50.11,443,59906,6,,0
192.168.133.191,198.29.3.106,29572,11161,1,7c41412041412041412041412041412041412041412041412041412041412041412041412041412041412041412041417c,1
13.52.209.238,192.168.50.11,443,56698,6,1703030039fbd9724f91f06db4006e6dd71a1c7cad47d8dd766fa19dd7e68439c8f28a5688430b03664d7d5c341ee6930c3bce909dc78553652afc22152b,0
192.168.50.11,142.250.72.162,38688,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,17030300339a55e96eca6efe5a68d27d745c073c739a3ce4dead86c10f3717e958eb459674a7125a8a3f7615ca3085a0ee6c5ab82a76bffa,0
192.168.50.11,52.53.191.192,50774,443,6,160301076a0100076603033061b43665c72871521e3b53ebed8d683f1780060c242e469094452e13d6e19d208aeb9fd53a01299aec0a45988370fd65a4bb3b414d719fe575094e7c8f6546e30022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006fb0000001b00190000166d6174,0
192.168.50.11,172.217.14.110,34982,443,6,,0
192.168.50.11,67.202.105.22,57930,443,6,170303001306325ca53b06947e1c71646fc0d652cfc83e77,0
192.168.50.11,52.52.208.232,50788,443,6,170303001a402666f3fe1b8c5397071e213b355c034c372653641407b479e0,0
192.168.50.11,104.18.34.222,38210,443,6,,0
192.168.50.11,172.64.41.4,40972,443,6,17030300334a90f1bba9cc55251c48b8419f286920d6240611330d8ef938cb5a024be0d87c0241ec8956aeeab239b9af72395a97ce33b922,0
172.217.14.110,192.168.50.11,443,34982,6,17030305734c6ba0716a36e15a60c6f3cc8a3a324530eab162cacd1355a4b9737ca388d1a14f0612c8efe23a149d8160528997b9144ab8f5c5a3dc9a77f75b30df167d88c15ddaa6570f88e0bbda1d3732cffc5e75a83dc866f9ae139159fdadcd983186eeb44783ac253ae693de9131b821b0b2b62451582173563355515050,0
192.168.50.11,80.77.84.96,50832,443,6,1603030106100001020100cd7f17869d30f82c435b9211e309d101ebab31a930eb5dd4e86f9c3e86ae6be543ffb3f5bc3b44337a55e9fd19af03312083461ccf4f1b78472f00bee00fd73ec6aea58203c871ff9355b7677f1527cbe2c4eeddb15b2f3aa95ccd9cbb37bbcd972c6fd79b8455ea203321742f2b31bd0b970328c5,0
192.168.50.11,216.137.39.97,43982,443,6,,0
192.168.50.11,23.216.55.47,57756,80,6,,0
192.168.61.231,74.166.132.139,15089,21,6,534954452053455443,1
192.168.50.11,72.34.249.211,55230,443,6,16030107660100076203032bc69245d3b2ea5f06cce8226d91833dda9cc228337898dd39f9237ce22def2a20854bdd22f5a791f0f6c2aacc39ca4d8a6400c2ea1d952d0a433c5fdbbdead9030022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f700000017001500001273796e,0
192.168.50.11,3.169.245.200,50514,443,6,,0
192.168.50.11,142.250.68.66,38960,443,6,,0
192.168.50.11,18.164.173.26,42596,443,6,,0
172.64.41.4,192.168.50.11,443,60274,6,17030301ee62fbe5a3a121db618deda4ae6dfca7d7cfdfc94a77f8afd0342c026555870630050a1fa0149844ca2f30cb4c4a7e13a4c3f0512a89c544baac2f2ff8635d033a5c6e1c617f49555d279cd82fb9868d8927d634c3448c9f7897b0e715dd12dc9cb34efd1c71d03d67d01380a8be53129954c25e71587da74befd300,0
35.212.192.196,192.168.50.11,443,40778,6,170303011ae112f97d6a63030cb27008e2e053a47463e1108a468b6b51318d34341ff1969d2082a2327d39fbf210bb87f5f0071975e6222f6d5461d00de5f2da7c06d636e405ed442ad663b1d0486cfbb90a0f396d6d8ecb078ba4ccbbc193948f32f463036acbe6dc0aca05308b2131b281877f9c7656685847b779aea3145d,0
192.168.50.11,192.124.249.36,33234,80,6,,0
35.212.192.196,192.168.50.11,443,40778,6,c0b039f2066fe286d5e3f34008fdb81dc146b0ee66c09f20e754252759f359ef61984ac8cd2a3ed5077b161d89a03e9cc940cd29c36b8cd3a9917d4bfa3e238325177e3b7fe50fb45a7d3c512a0de69e60096676b85315511844eaf14cd9d8c07ce6a5c42f89e6ce5fc6f65f3d432d6ff718b994118242f1a0a5dc3165f1edb6,0
192.168.49.215,1.185.141.21,64495,8400,1,676573756e646865697421,1
142.250.176.6,192.168.50.11,443,41362,6,1703030573332720b515908e8ce480ef2a9035bd9ce0f658732ac6c2e5c6bb8719935d8327d8ef189dcc21b1c09aea580ad6c22929604d43d0d04e0c875bff625ce7ff8f83a80241e797e107edd84b8a4f49ec5c90cce6aa40217347591efa2d78fb64fa8a2718c42b7e5f61b82f202c8510cfa6a32572fb3c0472199cfe688b,0
172.64.41.4,192.168.50.11,443,44258,6,17030300334ac139fb4166f75641945189501446d70a4b935cfc80146b33795e99d5ae1b51431ba52918a6f325055dbd39728d7656c28dc3,0
65.8.161.8,192.168.50.11,443,40236,6,e2e9658cd5f1f1e3b0d43b15b8844c287e80341ec0d531e187eb59ea699e760ebc535152f10d2e3cf8b815269ddacf2b440b80cd5e0f97232e14da2b9b42aa04db838c9a13da5667c93f48ca7bcddefaffb9e0210c9adab39b63c4351086a1664eb3a3cb1908673bc3b10cf8a2a30af7963abd33a3876879f07b9b31ac7b7fa0,0
172.66.42.247,192.168.50.11,443,43024,6,,0
35.212.212.222,192.168.50.11,443,36402,6,,0
142.250.217.131,192.168.50.11,443,43175,17,e10000000103a9131d08f7d6f81c3b7a51f941a4efa34b82e53d55df07f8edc30a0e6e7dfc093ccc234cf630282ec13e18c9ff048e8930fb793ac253c7c069354ed3602a9aaf2804fdfe3225a2907e46cc939a7431b182b9114fc674c15b35827a6107b61df3bf03b2ab37e4cebe19192be27eb20d4a215a7f6bce563798b8f5,0
192.168.50.11,172.64.145.17,56588,443,6,1603010769010007650303de7821ba0b3a7b0d5a0ae4c8552d14984346dfb5a288544e2a7f0ac213bf90a92038b0d18b96d04b58b2bca068bdeafe96d91ffeb355dd317fa92832f407c656ff0022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006fa0000001a0018000015767472,0
192.168.50.11,18.164.173.26,42596,443,6,,0
192.168.50.11,104.254.150.241,37186,443,6,,0
172.64.155.110,192.168.50.11,443,53282,6,17030301cd7d6da01cb5b69c43a1693756d2ad10a5e571e361f0e43210b43e0d2de560e0e99c949d8f92cf483161566c213572483980721c2308c8ac61b7e2437c559c4f08b727bb2675c2f7d9561228dd183571c3171fe8ba1e854d580653acd87cab4bb2a5849201179c53e601a8574442dfdfaf615f8b9a0dc90e9044089d,0
192.168.50.11,199.232.194.114,40190,443,6,,0
192.168.50.11,172.64.155.110,53272,443,6,,0
172.64.41.4,192.168.50.11,443,58404,6,17030301ee0f08f634d8ef07632efce5294d2263e2bc887a7ad91b3115b8089e599f328fa79699f37a756ae274f3142193c3716bc4090af8badbb77528291700e82df39a6977200da38da1763731dc07cb066706b3eb0830afbc9aa2fe275a4cb6fb789bf415a05a35c0757689054ee7488bae5add6b4367c397cd49b22acd0c,0
80.77.84.96,192.168.50.11,443,50840,6,,0
172.217.14.110,192.168.50.11,443,34982,6,,0
192.168.50.11,67.202.105.22,52644,443,6,,0
192.168.50.11,18.65.25.7,53440,443,6,170303001a132cf74bff9de3700a880dcca18675ca931421742906b14e34a4,0
192.168.50.11,172.64.41.4,40972,443,6,,0
69.173.154.8,192.168.50.11,443,36066,6,,0
44.238.211.198,192.168.50.11,443,58030,6,9f20136d293ac80f7d3cf76b763863d93660a89b5e5c0080b22f597ff687f9254386e7691b529a90e171e3d82d0d4e6ff6c849d9b6f31a56ae2bb67414ebcffb26e31aba1d962e6a3b5894894756ff25a093705383da847414c3679e04683adf8e405a1d4a4ecf43913be756d60070cb52ee7b7dae3ae7bc31f945f6c260cf13,0
142.250.189.3,192.168.50.11,443,53730,6,1703030573494dbf7b125c2bc82897a994efb182d361c210c33a8b47129f4ba21887ff2097a67f312854f9d8fa6b9cd3d5af330dcd96f0cc983f975363c38918c06d88fc24f04e5765b0eecf4c006862023526ad00a44042f7931b7fb90224700e13c205c642692ade2c05b407ab1a6d8cbd8eb50c8292240838f602e261187c,0
173.194.12.135,192.168.50.11,443,54889,17,4636addf4c65b79c66e4e87a21191f52b2526b5e68d3da6299a60b01f84be89a862cce17519d3fe14677a36d75dc4f063ffdbe4f8a83989b2b7c55cde3354f24f10efe49dab76475a81a2fee36008a9a0a74a6dc9e8f6d3be4b907b9686e171f37f71e914368c73f95be7ef2ef5a2642cba687cc882e0eb2bb0ce499f949fc6a,0
34.36.137.203,192.168.50.11,443,37870,17,5d5f69b467274ebd88225bbaef5136c791f79c8ed3ea3caa37324f,0
192.168.50.11,172.217.14.110,34982,443,6,,0
192.168.50.11,173.194.12.135,48494,443,6,,0
142.250.68.33,192.168.50.11,443,39166,6,170303022571aca478eeeb50f4f1810f7a3ebae99e5dc29a4c70ec7897f1e67f4d2c77aaec9ddacbc9330676977d55197c9fbc8a5929264a60365192f20613806027c18e9632e58f2a8cccc90795715a686cac997f4257d13f83b55feac9899f83e1d98148ba8f92b84dee6f1beb769950d3522f86ece02f63d34d6a62e63ad5,0
172.64.41.4,192.168.50.11,443,44258,6,,0
192.168.50.11,69.173.154.5,33302,443,6,160301076f0100076b0303591a5cae67de0890eb18d7588d5e52c2b242876d0769c53282f12ba0d2f4eaec20b3cd29d73e1c24b49fb78ee673d123e597d960cdd43d0234b6a7d2724438220e0022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f00350100070000000020001e00001b666173,0
192.168.50.11,172.64.41.4,44258,443,6,,0
172.64.41.4,192.168.50.11,443,55502,6,,0
142.250.189.14,192.168.50.11,443,51707,17,45acea9226f7617a5006210d4492fb99392cc9aac5995236c24e,0
142.250.72.162,192.168.50.11,443,38688,6,1703030573e747b974abba66c27888c8965b60a405bcef3e5817565a794a380e19d0853a7d283be02a0dd955f18f25bd1955ff7dd756377ac218c8fbf9f32bf06ff53905b9359d8699f0858528d03a5aeea8a15e36a156c106d9c33ba090ca2b8fdb987a67686582d4859918c133a87d2243ab2ae083b617ad28bf5756673cab,0
192.168.50.11,104.18.34.222,38210,443,6,,0
142.250.72.238,192.168.50.11,443,55614,6,170303001a70c95f30fad0aa639b91a668bad9775f56db481b9b68572164a9,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee5b195f16114fc7a1a45723478703568b2a72a3869a6d3cef1e1fb4027b933c3d4b2b69fbe7dd8542726b8d4b0ec24eb9feae0880a274f20777127a17276afeed325bfad351d007aba74347d6e94a13870ea73a1b06546c8dbe9b01ebc856586052da3dc96345094d9e71f8daa7788a9631c7f4a80464fd0e509468,0
74.119.118.138,192.168.50.11,443,53840,6,16f4e73a8723c6e4bfc2d636162ab732138e4aa82ffb9d82ae61e0291a292f3549ae4c1fe7ce457b9e9fbd06fe69adc0e19d0c863f146b8ed0eb8edc0ad1619d42a9f86cc4d1ee300a954239a38245eca679feb8d62a7c5710bb50448ec035f5c6fc5e25f8556f42b5c7928492fcfb198cd0620e8db3e43a644efc39fa79bdf4,0
185.184.8.90,192.168.50.11,443,34734,6,170303008d74ea0b1d3065728e33cb207bae0c8b341c3b6e1149e94dfad19397072fefa3120ed182fc65571e1e4e43a11347001dd08a8f1297ba3b35b14b87a4100013acc7d5350b48a0e83ce3b4ff028d0a9536003b8b322d6e974131392733e94134f8bc4c9c3a9e5e8910d624532efab3196109fc9f9787196a3231a984ea,0
192.168.50.11,23.66.3.69,54190,443,6,,0
151.101.2.114,192.168.50.11,443,36762,17,548f191d654c9f8fe068e22fe694191c46adcff74aae6620857cab5d532d0f26aa915424279fabe01e0585e5d6931d71d32a2515a06b626931cfd4bae501a7eecd4b98d602e50d2c7a5910440c1697eec9e50f27acc9da8575a603a9bf733d30fc57226cdfe7ffe2c10e2b95aef6b27442eb4dafe43a3d6e2bee0a6bb13373c6,0
192.168.50.11,104.18.32.146,53170,443,6,17030300680b148ba76b7aa53215868520b9a3daa4c5b4fc80a097d6bec2500c0de02ebb7266f0e279cb487c40d01b33299ea9956bced1f3f64c8b3d6b32526b2824e486ba2a5a8abfa5a5e682bd5cd3f20c3f56e663ae975409935b4c30d01c1d03f8c57d2e5e9e9733b78b8c,0
173.194.12.135,192.168.50.11,443,54889,17,5c36addfa84ecaa4f5d7f30cfce3c8d540faf4b7cece89c074a4fdcccf55eeb885dfb02618e4275f9738b938d49213a19bc2a6c8d1031a46f0c912dd4b5ab63d7a29cb859c2f283833d6cee47a2466c65188e550f2d7a782a2164cfccfc74d92a426f14c0dd4496ebdbf0a79cfdff3b917af829addcba31649899e7d271777cc,0
192.168.50.11,23.55.219.177,58536,80,6,,0
216.137.39.93,192.168.50.11,443,38082,6,5c4fbc6bec41bdcdebe02b4e582c16411bb7f0138c056237c3ea4b8b55c771902c575ce13948016f0545ab7246d918e12e79792effc7aa6b285802980c1be717824b6de79351dc1922dc85a3081910b29ee2008b2452b8d20b2fe041991265fadf483ec589e1e245a4d108c96a703678b2e93f8b317529643d7e0e5a1057f871,0
192.168.50.11,172.217.14.66,37534,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,,0
192.168.50.11,192.168.50.1,51640,53,17,f0da010000010000000000010473796e630b636f6c6f7373757373737003636f6d000001000100002905c0000000000000,0
192.168.50.11,35.212.192.196,38026,443,6,,0
192.168.50.11,142.250.72.150,37880,443,6,17030300a17e99d1f0b7cb7c2ff01e2a0cedff27c8603daa204ff8d8598ffa064ae49ddf5a7850eb599642ed00ad61ae37c4fd321fa3bff5f3a81991c7c916d4d859733071afebd2e02404f5a90e7b82f89a8f8fd657e3bdba4b7d461d8de7894cb5ee0b5dea5713542c35d3d40963fa17ac5949e4454f5202afd21872d729c9,0
192.168.50.11,172.64.41.4,60274,443,6,,0
103.231.98.106,192.168.50.11,443,59308,6,,0
142.250.72.150,192.168.50.11,443,37880,6,17030305739a74e3a8d716a488eb9bfb6c11207625a701a7c48d3678f9d857f1ecbb024bc6eda3d337942750b34c8d8490b690cb4cbdac0e315dd2835674fa86464a4b7fc41f1d1623d352889b2a5fcaea7c361673b7147c811e33541c0b0b0a49c78bedbe8847a42df887da9c20540139edcf5ea5ee20a82ba62717086efcad,0
192.168.50.11,104.22.4.65,50384,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,,0
192.168.50.11,65.8.161.8,40246,443,6,1703030057b8ffd329bebda73ae0a8a330c9d6d4bf0c1209acf486fffbdced7ad6f22b372213094e934ec7d92f150caa1965b935690edf438ab461d15ca37c1737c8ca96f6584a42f2927a8eb56d1d9ab35d65a166cbd3f55d7bfe94,0
172.64.41.4,192.168.50.11,443,44258,6,,0
18.173.121.13,192.168.50.11,443,34822,6,,0
172.64.41.4,192.168.50.11,443,44258,6,1703030036b61b03008245019efe2c32ff2836cfb3806c4ef3185eb42b618897bbd9d70f2c4ed0ed93a338b20a70d74dbbbf804962238e6a94fa41,0
142.250.72.134,192.168.50.11,443,37039,17,5b7e48a7f2e006b058cb854a0400adc556d203acb8a95332a760b6e0f092b2869130d509fe4a5b00ad5cc8db34193ab6fec59c4b970774f62c9f7fb4adc31b6d2e40edee262851673b2d8dcbe31cc8d6fb9e3e09737291837a20d404bd1b184dbd3c2c8f35c3c122db014dafb419bc008c68f5e098698103b56f6bb1fcc6a170,0
172.64.41.4,192.168.50.11,443,40972,6,17030301ee133f72dfd519ec972ea517ab1bd453671d50b50d6daf0dbd122cdce66f2fbc40a89539bc14887d63965d318b55b9ee12e45c55221321077453e9802556d0d1b1f3d7e303ea7b92461d177c74eca3b5d377575b19cf71d86dff7799c8de81f3f84754e20dc1e0586aa940e3e62ead01c2a66c5de1b7e8b51dc1663b,0
192.168.50.11,69.173.156.148,49918,443,6,,0
192.168.50.11,173.194.12.135,48494,443,6,,0
192.168.50.11,13.52.209.238,56698,443,6,,0
192.168.50.11,173.194.12.135,48494,443,6,,0
172.64.41.4,192.168.50.11,443,60274,6,17030301ee343cf0a1c373c7edc7d5dfb583e25d46c19ed464592c81cfcbd77b88a43bd3c7e42f6d10d0d75a412894d66c99240b72621c8308474d4765e14c66747a0408344fe10291d8c761f26e2fc9fbc9c80364e8951479efee6d67a05b8658fa04f79e67b4292f709d4e10e5ae14d0e4894ba55771c5f60b2627248f99eb,0
31.13.70.36,192.168.50.11,443,55234,6,160303007a0200007603033eaeed5ff0687c20e1f155a32637f9e6f7a4733bb4bf10119c2544347663eb3b20e8e4520068a8c291b0307c9a58bd6580a74fa863e9af30ef63b5a36c3b060da8130100002e002b0002030400330024001d0020a188a8f75951b31538ff9acc9005235f62a96012911b12587983779a3ba44a4d14,0
173.194.12.135,192.168.50.11,443,48494,6,17030340116a145c94a81053de92a54237fffbbb952d049c6e3b8aa7914ae780c61a74da94616da3ab8429c123d1dc14445b9e35972e193ab1047bdde63f46865b8c93d8270b499a729586f1012ff47c7a28aae983c87cc162b7f1eeddae0fb1d5e683bf1f0b4ea40d706f4a64fdb7ecd47322108bf6a6d24d85449bc5c1928a,0
54.221.116.81,192.168.50.11,443,42732,6,170303002100000000000000045ea82f3c61eadc1c9b823a1b4722686a7a43c2ca0a169f15cc,0
192.168.50.11,34.194.175.122,44888,443,6,,0
192.168.50.11,67.202.105.22,57920,443,6,,0
192.168.50.11,142.250.72.170,47504,443,6,1703030022cbab393206f7e2ef372b1a12f23fae0eb77639c270d424b58105a1034cbedbaa94ad,0
192.168.107.47,58.57.56.148,1085,7053,6,7c30302030312038362041397c,1
192.168.72.18,29.156.159.81,5429,25,6,426174746c654d61696c,1
172.64.41.4,192.168.50.11,443,58404,6,17030301eefdd5919d0eebf962ee7efd34b4d3da24cdee5542a9887fc6db7e856b147caf84cdcc91c9c8b56a2cb2e9216369cfe3c676c9c45875f569d3ed349f993acad7e1dc8c16f90b81d4ed1450db43c134c35132ed331d8cb6a2ce344da04cccc83b43fdd77b3f8746fea8187795ceafbbd5f89d79e8a52e1465ec16ba9b,0
34.117.239.71,192.168.50.11,443,40024,6,27f00c49aaaa926e9118131f90b39befcf4d4d7f9d87b2229a29b846917b03d6d051d98aad05730f7185d4d1a9c7a4e422270370a6940590a3ddda5b18bb0864ff414cccd33999870d4ef1fcccd220440f74ba22d40e4315f15efc891f4f6566f40c274c698faab9898f532d94d280752c12aef6ad6f2be0289f5eab51ca9a73,0
172.64.41.4,192.168.50.11,443,44258,6,170303001ece614a5bd9d1679157e77360d5f4dee37eae88f8c46b77a0d2bd38987949,0
192.168.50.11,23.216.55.47,49020,80,6,,0
3.168.147.12,192.168.50.11,443,33362,6,160303007a020000760303b421e8a8860d08eb2e3957ff571693f6c75cb43ca322f3589fc6bcd6cf852201202aff85bdb1d60e2cd2e8ab7fded8dcfb4fdade34959dc610f978549e4d2d5c5e130100002e002b0002030400330024001d0020e9e50f8b8b8ba8eb4dbd7b02ed7c3c02eb09e43ed9af82bb8f1f18d17e8cde0f14,0
192.168.250.104,105.28.97.188,2589,38285,6,327c30302030302030302030362030302030302030307c4472697665737c32342030307c,1
192.168.50.11,104.36.113.107,54526,443,6,1403030001011703030035caef8df9423864c68c0b91ff5a18104745c451068c4104d2f0a998419c1f7c382285341821aa28d7aaea1ccf14d813c1b86c79809f,0
192.168.50.11,80.77.84.96,50846,443,6,,0
192.168.50.11,3.169.234.208,45850,443,6,,0
172.64.41.4,192.168.50.11,443,60274,6,170303001ed36a7a72f97cecda937becd3081d22f790750e8de1543fb2152e5e7fe5e3,0
192.168.50.11,34.117.239.71,43174,443,17,c2000000010d261648ca14a417d2dc47f9a8a60386a8c100428ad9b173af3d78acc132002b18874199737059ddd8dbaacc497a51b63e56f0658e2786eee5fe3cf3bbba30b9f5b10dabbc97eb89adf796b57ad5d1ec11153822bc31e0cafbf6edb63f2ac3bc4a1d30ddf99290c936ed17a391a30a64463c9b9d7b313d7b00b191,0
192.168.50.1,192.168.50.11,53,43358,17,d6e281800001000300000001036575730e72756269636f6e70726f6a65637403636f6d0000010001c00c000500010000089f0024036575730e72756269636f6e70726f6a65637403636f6d07656467656b6579036e657400c0340005000100004eef001505653839363001620a616b616d616965646765c053c0640001000100,0
192.168.50.11,172.64.41.4,44258,443,6,17030300337cda1e937edae57a1ee70fbf4c25928f58f2f2e7ebc39280ad4ede04216147c2588aff1c8abed4e2a2a8e3cf71f6ae723304c4,0
192.168.50.11,54.88.142.103,35310,443,6,,0
192.168.50.11,69.173.154.5,33316,443,6,,0
23.216.55.36,192.168.50.11,80,57260,6,,0
204.62.12.186,192.168.50.11,443,32958,6,,0
173.194.12.135,192.168.50.11,443,48494,6,17030303ca4384fbd711f3877ddd885e0cbdc4fa46016e0671f474210d7d52301a180f36d7bef2e0f670b278ae799392a40fbe5f76f46767a43386ab4a0ee5ca707766848c3e3473cef64becd2df5175933594ae2c3bf9c5e7d9414e098c4b6507f351535bf0a1ac60368b414966123c4028c8aa178380d695601c188cdcaf6f,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033ad6281d8a94d450f2871e50bfaa21f713d49171ab54298d229ffafcf307930e7d7cde462f9dd32e80ba991af244e875486b554,0
192.168.50.11,72.246.244.179,59814,443,6,1703030057183b5f2476b65cda65c5cfaefc7ca64c64769996bf2227e9af7c8b307068baaf9570c36ee678aa6c7c53c06619454b5baabe420b0047789b33f7eb2dcd0d6e0a2cf731895b8bb3e04f262dc4bf3f5c88fe0504dd1217e6,0
