protocol,src_ip,dst_ip,src_port,dst_port,label
icmp,172.30.67.65,17.168.171.122,0,0,normal
icmp,172.29.212.87,137.158.121.101,0,0,normal
tcp,0.43.172.26,10.195.53.49,53643,1900,malicious
tcp,192.168.161.150,245.11.189.187,4124,8000,normal
tcp,66.80.123.121,192.168.80.83,48354,22,malicious
tcp,192.168.174.192,136.189.211.202,30220,9000,normal
icmp,192.168.104.204,10.5.235.223,0,0,normal
tcp,192.168.241.242,192.168.121.35,45465,9000,normal
udp,172.16.140.118,192.168.70.220,10266,53,normal
udp,174.28.134.96,192.168.143.35,44475,587,normal
udp,10.120.8.10,172.23.43.195,51536,9000,normal
udp,217.135.26.92,10.84.7.115,25770,15439,normal
tcp,10.113.114.154,205.33.31.79,11508,68,normal
udp,10.207.20.252,41.173.118.133,45527,5000,normal
udp,196.42.112.46,172.24.170.79,6730,9001,normal
udp,192.168.167.251,172.29.228.92,2463,67,normal
icmp,192.168.38.183,74.45.218.41,0,0,normal
udp,148.224.59.18,10.76.67.177,585,5001,normal
icmp,41.146.113.205,172.19.90.137,0,0,normal
icmp,10.105.46.44,172.26.117.71,0,0,normal
tcp,149.173.143.65,192.168.141.248,12003,45939,normal
tcp,172.24.126.141,172.16.176.193,48015,53607,normal
udp,10.244.6.69,172.28.205.139,17289,123,malicious
icmp,172.29.215.124,192.168.158.221,0,0,normal
icmp,85.188.80.197,172.28.134.105,0,0,normal
udp,192.168.89.181,192.168.229.62,51294,67,normal
tcp,192.168.179.25,192.168.153.178,7398,25,normal
udp,192.168.143.47,10.48.42.236,64860,17482,normal
udp,192.168.42.210,10.211.46.76,571,5001,normal
icmp,192.168.248.55,192.168.176.167,0,0,normal
icmp,82.55.48.149,44.209.115.129,0,0,normal
tcp,18.236.113.26,192.168.62.194,29614,8080,malicious
icmp,122.100.176.14,10.187.46.19,0,0,normal
udp,185.107.56.215,160.220.101.24,26207,57077,malicious
udp,192.168.121.163,104.9.6.138,7712,9000,normal
tcp,10.61.159.48,172.18.106.255,38796,43927,normal
icmp,216.16.185.124,172.26.82.40,0,0,normal
udp,192.168.162.212,192.168.182.236,20200,443,normal
udp,192.168.31.95,172.22.137.102,22453,67,normal
udp,192.168.105.72,10.241.161.194,41677,42435,normal
tcp,10.216.127.21,172.24.199.58,32176,17665,normal
tcp,185.107.56.215,10.44.15.81,63658,41428,malicious
icmp,172.24.76.33,10.176.51.39,0,0,normal
tcp,192.168.33.184,175.109.228.161,26920,9000,normal
tcp,10.131.17.114,10.233.26.109,57896,143,normal
tcp,172.22.29.146,10.156.34.21,6293,587,normal
udp,116.238.26.67,172.27.86.135,35779,67,normal
tcp,10.169.27.164,186.185.77.54,26809,23,malicious
tcp,172.22.127.226,172.31.86.118,17751,63985,normal
tcp,172.23.39.38,216.29.235.112,34781,993,normal
udp,192.168.228.71,10.46.142.210,37621,1710,normal
icmp,10.231.199.160,184.24.110.252,0,0,normal
udp,10.31.217.168,172.25.238.24,20616,67,normal
udp,10.105.54.9,172.24.234.199,51709,8888,normal
tcp,241.231.246.92,10.66.205.181,17484,0,malicious
udp,10.124.185.111,10.22.181.3,44381,443,normal
udp,10.209.101.245,192.168.119.85,5504,25,normal
udp,185.107.56.215,10.59.78.24,22783,50567,malicious
udp,192.25.228.223,246.219.149.84,7303,9000,normal
tcp,172.31.50.139,172.30.89.235,10511,3389,malicious
udp,143.200.173.100,6.67.138.107,35521,135,malicious
icmp,10.75.83.175,192.168.229.33,0,0,normal
tcp,172.22.147.42,192.168.59.196,61351,587,normal
icmp,192.168.38.31,62.255.27.156,0,0,normal
icmp,38.240.227.190,67.125.45.247,0,0,normal
udp,172.30.52.143,172.18.79.96,35539,587,normal
udp,10.52.88.150,10.195.175.237,42298,80,normal
udp,185.220.101.4,192.168.142.49,31512,38941,malicious
tcp,192.168.126.80,83.193.141.240,48659,39856,normal
icmp,10.115.10.148,172.17.126.69,0,0,normal
tcp,89.231.251.99,172.16.236.133,47819,80,normal
tcp,203.141.251.17,10.5.88.149,25353,123,malicious
icmp,10.172.226.78,115.176.52.135,0,0,normal
tcp,10.197.25.98,192.168.197.138,18100,13507,normal
tcp,103.27.202.112,41.13.245.5,39657,25881,malicious
icmp,172.24.132.108,147.108.226.162,0,0,normal
tcp,157.181.124.221,10.43.49.141,17549,67,normal
tcp,192.168.36.161,172.17.48.140,14550,5001,normal
udp,192.168.168.212,198.118.89.154,46389,50059,normal
tcp,10.84.1.156,10.180.77.36,38427,0,malicious
tcp,3.220.1.215,192.168.56.243,18703,3389,malicious
tcp,246.153.146.224,172.22.215.20,11065,5000,normal
udp,172.21.204.147,10.84.132.19,30197,25,normal
udp,192.168.196.66,10.61.98.197,7234,68,normal
udp,10.159.237.26,10.107.18.87,23427,8888,normal
tcp,192.168.126.231,172.21.184.232,25361,8443,malicious
udp,192.168.58.142,172.17.15.238,48027,59735,normal
icmp,24.218.39.239,10.210.90.123,0,0,normal
tcp,91.240.118.129,31.150.17.48,31957,55412,malicious
tcp,158.11.43.22,10.28.85.209,34465,143,normal
tcp,172.27.169.238,57.229.9.32,28913,55015,normal
tcp,63.45.151.70,89.71.46.111,55993,0,malicious
tcp,10.176.236.154,192.168.223.74,46795,68,normal
icmp,172.23.69.66,10.172.102.127,0,0,normal
tcp,192.168.12.109,123.95.76.108,42975,44873,normal
tcp,91.240.118.129,172.25.36.130,26128,44056,malicious
icmp,172.28.131.234,10.81.31.12,0,0,normal
udp,10.186.33.54,146.128.98.73,43213,143,normal
udp,172.24.114.135,10.43.19.101,26039,5000,normal
tcp,192.168.37.249,10.68.69.154,26181,21,malicious
tcp,192.168.93.191,172.26.93.17,56071,53,normal
tcp,192.168.178.241,10.220.213.49,3026,53,normal
tcp,172.18.164.86,202.65.129.84,57325,42013,normal
icmp,192.168.4.23,56.209.105.182,0,0,normal
udp,10.178.199.251,19.92.131.160,45964,161,malicious
tcp,45.83.64.1,10.188.209.96,55902,10498,malicious
icmp,10.10.77.86,172.16.131.95,0,0,normal
udp,172.20.177.48,10.152.229.103,15193,80,normal
udp,185.220.101.4,143.23.179.54,48455,811,malicious
tcp,192.168.132.253,192.168.187.226,19205,48910,normal
udp,172.17.8.108,192.168.119.237,37573,8340,normal
tcp,192.168.60.247,46.184.91.77,36912,39067,normal
udp,185.223.137.147,172.22.13.63,44855,993,normal
tcp,192.168.246.250,172.18.241.32,17116,25,normal
udp,192.168.121.86,10.185.158.194,24127,55341,normal
icmp,10.5.219.242,192.168.118.32,0,0,normal
tcp,198.144.121.93,172.20.113.245,51700,49844,malicious
icmp,10.181.71.65,220.215.145.232,0,0,normal
icmp,172.16.24.124,172.29.94.170,0,0,normal
icmp,2.207.241.38,172.31.8.0,0,0,normal
udp,10.147.21.53,192.168.139.180,34958,143,normal
tcp,184.228.29.63,158.231.36.225,54986,40292,normal
icmp,172.26.202.40,197.67.144.109,0,0,normal
tcp,201.51.210.188,193.93.110.37,45123,39230,normal
udp,10.207.227.190,202.211.51.184,33965,53,normal
udp,67.19.175.16,10.217.164.163,38802,9000,normal
tcp,192.168.36.30,157.221.61.151,7119,36903,normal
udp,192.168.145.205,172.22.100.0,58833,9001,normal
udp,10.44.9.40,214.73.67.34,44384,143,normal
tcp,172.23.54.122,192.168.69.69,28400,12958,normal
tcp,172.23.211.182,183.117.176.197,23038,9000,normal
tcp,231.17.152.118,1.16.30.237,650,587,normal
tcp,10.254.209.179,10.173.23.48,27147,443,normal
udp,192.168.147.192,192.168.97.198,5777,443,normal
tcp,34.43.205.169,192.168.180.190,13660,9000,normal
icmp,172.27.25.90,245.184.252.101,0,0,normal
udp,147.112.169.29,172.26.117.124,1630,9001,normal
udp,172.25.108.75,106.199.44.85,47501,143,normal
icmp,172.24.159.170,246.76.208.63,0,0,normal
icmp,192.168.18.87,33.44.155.10,0,0,normal
tcp,39.39.216.80,132.214.52.175,41639,3132,normal
tcp,138.158.240.7,192.168.240.177,32304,25,normal
udp,163.111.198.137,103.205.22.94,3431,5001,normal
icmp,10.56.140.139,192.168.49.219,0,0,malicious
udp,192.168.155.13,141.201.245.89,3273,41378,normal
icmp,10.73.93.136,72.242.109.169,0,0,malicious
udp,10.207.217.140,10.99.139.158,63228,68,normal
udp,172.26.164.110,172.19.216.53,33384,68,normal
udp,10.58.159.42,192.168.173.117,61508,443,normal
icmp,172.29.88.13,148.142.161.85,0,0,normal
tcp,137.17.233.78,10.220.41.139,7579,32577,normal
udp,172.30.222.147,10.74.192.159,41841,25,normal
tcp,192.168.122.156,155.91.46.134,16325,16502,normal
tcp,10.209.89.203,10.17.131.215,39614,69,malicious
tcp,192.168.18.51,192.168.53.50,47175,25,normal
tcp,183.172.54.106,172.29.131.236,14010,25,normal
tcp,10.72.155.35,172.28.224.47,31421,53,normal
icmp,65.179.110.107,10.91.200.145,0,0,normal
tcp,192.168.54.36,10.232.112.31,4631,8000,normal
icmp,172.16.49.243,192.168.101.243,0,0,normal
udp,172.28.201.127,172.17.19.219,42245,59001,normal
tcp,172.23.139.255,192.168.196.13,14033,5000,normal
udp,166.54.138.218,10.119.75.142,17627,993,normal
tcp,172.222.61.164,172.29.166.158,49833,5001,normal
tcp,185.107.56.215,10.118.224.240,23826,19405,malicious
tcp,192.168.64.225,192.168.219.204,21388,38403,normal
icmp,132.209.2.173,192.168.187.170,0,0,normal
icmp,192.168.167.108,10.6.219.106,0,0,normal
icmp,172.18.248.149,172.18.105.86,0,0,normal
icmp,10.212.19.170,10.231.204.172,0,0,normal
udp,10.89.72.198,172.17.27.211,30524,21877,normal
udp,192.168.250.31,10.245.222.53,59561,68,normal
tcp,172.23.150.246,72.222.55.233,35471,68,normal
tcp,172.30.41.206,172.26.54.122,5562,2968,normal
tcp,192.168.1.242,192.168.111.26,7670,67,normal
udp,192.168.113.88,18.128.244.131,56114,587,normal
udp,192.168.200.146,247.148.199.218,43134,53,normal
tcp,103.27.202.112,10.173.19.41,38511,35808,malicious
icmp,192.168.132.22,192.168.23.30,0,0,malicious
icmp,10.65.143.122,10.182.2.106,0,0,normal
udp,61.132.72.254,238.136.175.111,52457,8888,normal
tcp,192.168.169.180,172.27.178.107,9682,61851,normal
icmp,172.21.104.135,192.168.195.233,0,0,normal
tcp,192.168.173.9,194.55.52.210,60675,8888,normal
tcp,10.27.164.56,192.168.3.167,62501,587,normal
icmp,172.18.61.119,172.17.215.8,0,0,normal
tcp,10.118.136.245,226.96.174.47,18742,443,normal
udp,182.228.215.134,189.178.69.197,54366,143,normal
tcp,172.28.212.176,245.58.213.162,26348,22375,normal
tcp,10.208.41.180,10.145.78.94,57426,8000,normal
tcp,90.78.6.234,10.19.14.186,44510,10180,normal
icmp,178.153.29.238,190.182.147.20,0,0,normal
icmp,224.197.136.102,10.91.96.15,0,0,normal
udp,172.16.222.38,172.17.69.12,61932,42059,normal
udp,192.168.124.130,10.97.125.97,60917,67,normal
tcp,67.160.87.209,10.211.35.41,29640,67,normal
udp,192.168.175.217,160.89.132.68,64438,993,normal
udp,172.25.247.63,172.28.17.62,31177,9000,normal
icmp,192.168.122.75,192.168.70.197,0,0,normal
icmp,170.23.60.31,10.230.218.226,0,0,normal
udp,10.166.47.211,172.22.194.180,23056,9000,normal
tcp,10.32.74.101,10.205.188.145,48768,53,normal
tcp,10.4.2.209,10.215.153.53,39792,993,normal
icmp,10.231.145.120,172.18.25.28,0,0,normal
tcp,10.241.63.150,146.217.169.61,8648,143,normal
icmp,10.114.116.192,10.163.77.102,0,0,normal
tcp,222.186.30.11,192.168.205.185,53040,27893,malicious
icmp,172.27.53.94,132.127.24.58,0,0,normal
tcp,156.125.102.100,192.168.182.173,60812,2552,normal
udp,10.245.14.206,172.19.175.49,46648,25,normal
udp,33.171.82.89,192.168.246.81,44476,443,normal
icmp,7.231.100.187,172.21.234.1,0,0,normal
udp,186.94.30.170,172.28.39.97,40974,23293,normal
tcp,10.215.226.95,10.19.153.236,209,143,normal
udp,10.196.80.27,172.16.100.84,8927,587,normal
tcp,15.50.123.159,172.16.98.162,56577,993,normal
udp,248.38.224.100,49.209.140.144,15490,53,normal
udp,192.168.243.203,10.208.224.188,24987,58055,normal
tcp,192.168.62.212,172.24.189.92,62638,5000,normal
tcp,172.19.182.103,10.18.200.249,48618,53512,normal
tcp,10.70.128.165,192.168.194.252,42416,8000,normal
udp,43.58.6.6,194.39.160.31,36804,443,normal
udp,91.240.118.129,10.178.136.228,10503,32458,malicious
udp,53.103.14.190,10.156.99.199,22262,443,normal
tcp,222.186.30.11,172.22.223.9,32206,55242,malicious
udp,217.176.4.134,10.40.150.148,26706,8888,normal
udp,183.123.100.129,172.25.35.218,42066,80,normal
tcp,192.168.94.116,172.17.224.218,16193,24654,normal
tcp,172.20.0.133,172.31.114.98,44766,1,malicious
udp,93.151.227.136,38.16.157.42,8582,25172,normal
icmp,9.16.247.208,192.168.104.13,0,0,malicious
tcp,192.168.55.131,172.22.152.148,4259,68,normal
tcp,172.24.105.159,192.168.245.130,20150,443,normal
udp,172.22.99.39,172.16.82.130,57488,9001,normal
tcp,172.21.96.55,134.246.107.223,37826,8080,malicious
udp,192.168.181.61,192.168.159.146,11278,52849,normal
icmp,10.252.224.80,192.168.12.170,0,0,normal
tcp,233.114.109.159,10.245.108.6,44507,137,malicious
icmp,221.95.32.212,192.168.246.73,0,0,normal
icmp,192.168.57.93,192.168.231.160,0,0,normal
tcp,198.144.121.93,218.135.253.182,25881,18344,malicious
udp,147.164.201.37,192.168.244.140,50224,80,normal
udp,172.22.22.39,172.30.149.148,29472,1676,normal
icmp,177.181.216.200,19.87.242.73,0,0,normal
icmp,192.168.119.105,103.121.223.62,0,0,normal
udp,172.25.24.71,192.168.92.12,63638,52531,normal
tcp,192.168.159.24,172.29.81.204,41254,22,malicious
icmp,238.54.25.60,188.224.172.104,0,0,malicious
tcp,192.168.12.108,70.122.96.237,65490,23,malicious
icmp,192.168.131.15,172.31.206.17,0,0,normal
udp,10.202.228.167,172.17.34.159,38875,5000,normal
udp,10.86.169.83,172.26.103.196,1638,587,normal
tcp,172.20.106.194,155.67.198.227,38325,8443,malicious
udp,192.168.168.38,172.29.159.1,12137,47607,normal
udp,172.24.210.120,192.168.43.79,54058,587,normal
udp,10.17.240.149,192.168.150.213,63297,5000,normal
tcp,191.183.127.241,172.23.56.100,61524,0,malicious
tcp,172.30.245.27,172.16.58.178,11012,5000,normal
icmp,192.168.46.245,172.23.1.108,0,0,normal
icmp,10.107.39.238,172.16.59.170,0,0,normal
tcp,10.33.129.244,205.235.221.5,64019,0,malicious
tcp,209.127.8.158,10.105.138.188,19538,161,malicious
tcp,172.27.221.119,166.61.101.16,25517,25,normal
udp,31.123.4.53,53.19.40.245,47957,68,normal
udp,112.123.36.130,164.131.103.251,19807,587,normal
icmp,192.168.10.124,192.168.250.39,0,0,normal
udp,174.81.105.62,84.27.188.189,22896,80,normal
udp,172.23.73.204,192.168.102.221,15551,0,malicious
icmp,10.217.4.115,172.26.2.0,0,0,normal
tcp,192.168.11.18,172.20.99.171,27676,68,normal
tcp,147.140.6.152,230.210.247.168,47813,67,normal
tcp,10.202.226.138,170.0.224.164,60819,5001,normal
tcp,192.168.213.103,182.137.11.21,15836,443,normal
tcp,192.168.160.53,172.21.35.228,60711,68,normal
udp,192.168.143.128,208.206.198.116,17614,53,normal
icmp,35.173.130.247,10.27.207.112,0,0,normal
udp,10.232.203.106,10.89.73.59,39234,8888,normal
icmp,192.168.24.218,197.185.64.165,0,0,normal
udp,10.45.117.148,172.31.103.139,39484,31040,normal
icmp,192.168.126.183,106.88.251.111,0,0,malicious
tcp,244.20.231.158,11.74.4.198,47344,5001,normal
tcp,172.23.171.63,192.168.205.170,22744,137,malicious
icmp,192.168.166.25,172.17.204.251,0,0,normal
icmp,10.208.6.13,49.125.129.237,0,0,normal
tcp,42.204.24.101,192.168.194.43,46049,68,normal
udp,210.118.129.89,172.25.77.213,35234,80,normal
icmp,157.19.204.161,172.23.185.214,0,0,normal
udp,10.64.132.78,192.168.33.58,60832,8000,normal
icmp,192.168.103.238,172.17.250.35,0,0,normal
udp,142.224.206.27,235.18.53.61,32733,37498,normal
icmp,230.105.22.103,238.71.16.17,0,0,normal
icmp,25.36.122.231,58.197.140.219,0,0,normal
tcp,172.16.197.26,172.22.73.167,12480,8888,normal
tcp,3.220.211.57,154.112.151.209,1362,1,malicious
tcp,10.96.231.45,10.121.56.149,61449,3389,malicious
tcp,10.39.222.8,41.47.84.66,22567,5001,normal
udp,172.18.124.212,56.254.147.144,17373,9001,normal
udp,10.146.135.11,165.227.152.226,1907,3623,normal
icmp,192.168.26.48,189.82.26.216,0,0,normal
tcp,172.24.200.235,192.168.29.28,39666,19042,normal
tcp,89.248.167.131,34.75.162.141,48260,7940,malicious
udp,10.126.19.48,192.168.69.162,51005,443,normal
tcp,78.51.107.132,192.168.78.35,24367,8888,normal
tcp,172.16.25.244,10.135.236.195,12844,0,malicious
tcp,172.23.31.141,111.247.137.150,2993,21,malicious
udp,192.168.219.49,33.67.221.103,50952,40780,normal
udp,10.45.220.141,192.168.224.213,60631,45206,normal
tcp,73.174.125.17,247.126.118.211,36823,9001,normal
udp,172.26.155.235,10.7.15.128,13151,135,malicious
udp,76.96.176.142,10.46.137.92,17455,17293,normal
udp,172.24.180.215,241.160.251.251,46192,52851,normal
udp,10.158.254.23,192.168.46.67,26671,25,normal
icmp,192.168.124.192,10.110.226.10,0,0,normal
icmp,11.232.26.205,172.29.240.123,0,0,normal
tcp,192.168.79.26,230.54.119.96,12256,1900,malicious
icmp,172.23.144.88,172.28.225.140,0,0,normal
tcp,172.16.49.72,172.23.69.89,19218,443,normal
udp,172.18.84.223,206.47.0.119,25474,34057,normal
icmp,172.19.130.164,159.238.102.104,0,0,normal
udp,192.168.101.174,17.72.93.125,23072,80,normal
udp,84.119.6.206,172.30.254.221,36812,8000,normal
udp,10.234.150.16,172.20.128.232,2113,44966,normal
udp,172.28.186.139,192.168.149.228,18401,67,normal
udp,10.207.228.68,10.220.139.87,23940,8888,normal
tcp,10.63.78.148,192.168.233.131,40314,69,malicious
icmp,10.95.238.125,192.168.142.45,0,0,normal
tcp,10.12.253.119,192.168.185.20,62887,25,normal
udp,222.186.30.11,192.168.212.162,48199,62941,malicious
tcp,172.24.91.198,192.168.212.179,21648,39307,normal
udp,172.20.149.32,148.134.213.206,39146,25,normal
udp,103.124.82.205,10.83.91.8,47846,9000,normal
udp,198.144.121.93,192.168.124.100,40358,19232,malicious
udp,55.199.138.173,172.29.96.29,20600,60248,normal
icmp,10.198.129.141,192.168.53.145,0,0,malicious
icmp,102.113.105.110,190.25.90.75,0,0,normal
udp,172.29.191.6,10.204.220.146,12798,993,normal
icmp,186.5.250.118,10.216.61.171,0,0,normal
udp,10.99.148.70,148.238.83.181,11395,143,normal
icmp,192.168.53.217,10.4.132.123,0,0,normal
udp,172.22.209.138,192.168.98.0,4906,9001,normal
tcp,159.45.143.32,102.19.236.37,57477,8443,malicious
icmp,172.26.99.231,192.168.67.95,0,0,normal
tcp,185.220.101.4,192.168.143.136,63454,13624,malicious
icmp,172.25.44.241,4.168.217.23,0,0,malicious
tcp,10.118.184.0,192.168.169.2,39493,25,normal
udp,172.28.247.144,10.133.189.216,53745,4364,normal
icmp,29.196.80.44,192.168.171.91,0,0,normal
udp,172.26.1.197,192.168.66.35,38358,5001,normal
tcp,172.26.69.111,10.226.145.13,29317,593,malicious
icmp,172.28.76.119,238.206.222.251,0,0,normal
tcp,59.209.57.4,122.233.171.196,13971,56149,normal
icmp,192.168.38.62,192.168.57.81,0,0,normal
tcp,172.28.167.17,10.104.224.234,24329,54136,normal
icmp,192.168.81.174,192.168.52.2,0,0,normal
tcp,192.168.32.108,97.100.99.49,29949,80,normal
udp,10.215.102.133,172.24.13.209,51516,143,normal
udp,192.168.35.137,10.15.194.86,64360,8000,normal
tcp,192.168.88.113,216.185.221.245,44201,9000,normal
icmp,192.168.44.185,172.19.61.35,0,0,normal
udp,192.168.53.19,78.6.121.150,8652,68,normal
udp,246.71.24.178,172.27.126.59,4764,25,normal
udp,155.59.129.189,20.111.20.189,28976,67,normal
udp,192.168.20.68,192.168.221.194,36899,5000,normal
icmp,192.168.144.1,10.56.81.139,0,0,malicious
icmp,10.142.250.99,172.19.178.205,0,0,normal
tcp,10.81.234.213,192.168.219.2,8466,18325,normal
udp,201.146.80.160,192.168.159.151,59450,5001,normal
tcp,10.234.155.93,172.30.161.207,2647,587,normal
tcp,192.168.214.0,198.222.58.68,16431,993,normal
icmp,172.16.87.102,192.168.140.93,0,0,normal
tcp,157.67.233.110,241.160.125.178,49420,1619,normal
icmp,72.64.145.121,172.26.154.209,0,0,normal
icmp,49.160.96.38,172.18.52.42,0,0,normal
icmp,252.226.238.121,172.19.106.254,0,0,normal
tcp,185.107.56.215,189.49.25.115,51462,11415,malicious
icmp,192.168.243.32,135.84.155.6,0,0,normal
icmp,10.0.44.251,10.11.33.24,0,0,malicious
udp,165.134.37.174,192.168.100.243,31330,5001,normal
udp,10.66.194.41,172.27.239.223,32372,68,normal
icmp,10.159.221.51,172.22.250.172,0,0,normal
tcp,45.88.97.27,10.42.143.227,16122,9001,normal
udp,172.22.222.157,172.22.9.203,54251,32420,normal
udp,172.29.24.90,196.122.162.73,28640,8000,normal
tcp,192.168.66.205,192.168.223.199,32498,68,normal
tcp,192.168.199.175,111.239.53.156,63042,80,normal
icmp,192.168.48.186,198.247.92.16,0,0,normal
icmp,10.208.44.44,176.2.175.135,0,0,normal
udp,163.210.52.24,32.245.93.93,51629,22752,normal
icmp,192.168.196.229,10.6.200.111,0,0,normal
icmp,192.168.54.53,192.168.200.168,0,0,normal
udp,14.94.122.31,192.168.112.14,18626,993,normal
tcp,172.30.241.11,172.18.69.162,28384,8000,normal
tcp,4.65.185.135,10.204.242.38,64950,25,normal
udp,174.136.1.80,172.27.202.204,31833,5000,normal
icmp,172.22.27.223,192.168.154.234,0,0,normal
udp,201.33.207.155,59.159.228.15,28758,18448,normal
udp,10.218.12.216,192.168.145.253,55137,5001,normal
tcp,10.97.57.64,192.168.226.11,59973,8000,normal
udp,192.168.92.99,10.38.243.180,15313,587,normal
tcp,172.17.17.103,179.235.150.221,55295,143,normal
udp,10.161.102.91,153.106.54.87,54201,69,malicious
tcp,76.58.167.17,70.159.225.167,62898,3834,normal
tcp,10.15.234.73,10.95.204.56,50512,5001,normal
tcp,10.186.172.19,192.168.62.23,64089,80,normal
tcp,172.26.130.254,121.223.232.124,18651,5000,normal
udp,192.168.9.56,10.127.120.14,48405,47947,normal
tcp,10.167.80.66,153.217.155.154,30596,993,normal
udp,192.168.236.207,172.27.53.134,28140,12132,normal
icmp,172.29.148.141,164.173.15.170,0,0,normal
tcp,172.30.216.89,10.241.73.224,32799,67,normal
icmp,172.27.47.146,192.168.121.227,0,0,malicious
tcp,6.38.95.150,192.168.234.109,46280,5000,normal
udp,192.168.43.112,10.166.224.9,55092,25,normal
icmp,192.168.178.174,192.168.66.53,0,0,normal
icmp,247.168.215.8,95.245.84.215,0,0,normal
udp,192.168.64.20,10.108.218.252,52561,20567,normal
tcp,172.27.189.196,164.167.110.75,45483,8080,malicious
tcp,192.168.111.88,202.66.65.149,61706,68,normal
tcp,10.140.160.189,58.160.165.130,50796,143,normal
tcp,74.132.27.124,192.168.101.31,34362,587,normal
icmp,172.20.202.87,192.168.23.144,0,0,normal
tcp,10.236.199.97,192.168.59.248,53930,445,malicious
icmp,192.168.254.175,192.168.184.71,0,0,normal
icmp,192.168.0.104,192.168.114.115,0,0,normal
icmp,10.126.183.177,172.22.45.39,0,0,normal
icmp,192.168.225.120,172.25.23.43,0,0,normal
tcp,192.168.235.80,153.185.248.100,24923,443,normal
udp,192.168.43.122,10.192.229.210,37720,68,normal
tcp,172.21.140.71,192.168.110.70,61633,0,malicious
udp,10.170.199.10,172.24.107.5,7858,5001,normal
tcp,185.220.101.4,192.168.139.223,27259,37400,malicious
tcp,192.168.13.250,34.140.21.176,55624,67,normal
tcp,179.79.194.184,10.242.36.82,9258,9001,normal
icmp,3.183.182.138,192.168.158.126,0,0,normal
icmp,39.244.88.19,172.31.185.192,0,0,normal
icmp,192.168.175.185,28.112.56.39,0,0,normal
tcp,213.146.36.122,192.168.219.85,1778,443,normal
tcp,182.33.151.176,10.42.44.187,16800,28975,normal
icmp,172.16.54.79,172.25.204.63,0,0,normal
tcp,198.144.121.93,180.69.50.201,61051,3480,malicious
tcp,235.0.65.249,172.20.124.237,2958,135,malicious
udp,10.64.219.189,194.14.241.169,28211,22,malicious
tcp,10.247.174.108,192.168.86.93,53664,68,normal
tcp,10.65.44.176,192.168.183.101,14318,0,malicious
tcp,109.243.6.249,222.195.85.214,23115,18138,normal
tcp,192.168.200.51,159.19.189.248,64845,143,normal
icmp,172.24.228.72,47.52.243.67,0,0,normal
udp,172.21.245.225,192.168.204.32,54433,28240,normal
tcp,121.149.5.23,172.30.28.13,33010,9001,normal
udp,168.242.157.38,192.168.207.186,43350,69,malicious
icmp,141.7.38.119,10.236.196.146,0,0,malicious
udp,142.135.251.248,172.16.78.10,47340,68,normal
udp,192.168.254.169,238.89.14.1,52325,445,malicious
icmp,225.220.113.72,149.153.250.143,0,0,normal
icmp,10.82.135.205,10.35.170.224,0,0,normal
udp,192.168.16.241,234.49.121.54,51701,9000,normal
icmp,10.104.205.236,172.29.194.8,0,0,normal
tcp,192.168.36.154,192.168.110.223,19911,8888,normal
tcp,10.99.121.45,10.142.143.241,36704,143,normal
tcp,192.168.58.149,43.77.203.199,11464,67,normal
tcp,172.16.131.44,172.31.44.40,29846,27891,normal
udp,218.77.112.58,192.168.250.191,12239,80,normal
udp,6.175.23.244,226.7.103.86,48930,59167,normal
tcp,10.140.224.18,172.19.177.173,9479,19,malicious
icmp,172.27.221.100,172.30.250.133,0,0,normal
udp,172.18.166.71,192.168.24.179,9214,25,normal
icmp,44.253.139.160,192.168.85.182,0,0,normal
icmp,185.220.101.4,183.26.230.153,0,0,malicious
tcp,172.23.64.109,10.180.237.239,20093,56724,normal
tcp,47.194.57.252,10.106.217.73,45684,57889,normal
icmp,10.40.135.180,152.36.141.16,0,0,normal
tcp,172.16.26.65,241.154.20.74,31005,8443,malicious
icmp,192.168.177.211,172.16.8.102,0,0,normal
icmp,10.96.245.51,192.168.224.192,0,0,normal
tcp,103.197.52.90,10.250.247.119,21611,41661,normal
icmp,123.45.198.229,15.243.224.69,0,0,normal
tcp,185.220.101.4,10.149.48.0,49856,37213,malicious
tcp,192.168.211.42,106.164.38.159,44022,25,normal
tcp,10.111.239.116,192.168.223.63,14066,161,malicious
tcp,10.60.80.159,10.98.192.14,49869,52209,normal
tcp,19.78.40.63,10.137.171.49,35649,8080,malicious
udp,172.24.216.123,136.247.150.231,65057,25,normal
udp,172.19.89.194,10.211.12.17,29019,587,normal
tcp,10.158.115.93,10.140.208.13,60143,445,malicious
udp,172.28.64.95,192.168.116.12,575,587,normal
tcp,150.62.148.210,172.30.200.226,8505,5001,normal
icmp,172.16.47.135,10.62.60.212,0,0,normal
icmp,10.217.56.230,192.168.66.29,0,0,normal
tcp,192.168.142.121,10.33.59.58,63716,19,malicious
udp,172.18.238.53,58.238.165.51,19404,56496,normal
tcp,172.29.138.90,172.23.143.186,46944,0,malicious
icmp,172.21.199.198,172.22.171.79,0,0,normal
tcp,172.27.6.146,10.132.90.86,5721,587,normal
icmp,192.168.59.145,10.228.86.248,0,0,normal
tcp,1.190.126.13,14.31.250.26,26801,3960,normal
icmp,135.64.87.23,10.74.200.197,0,0,normal
udp,10.124.185.208,192.168.90.191,53761,80,normal
tcp,10.163.38.117,172.26.61.175,44259,4665,normal
icmp,10.245.126.10,10.123.70.152,0,0,normal
icmp,10.90.210.240,192.168.130.129,0,0,normal
